SC,71518,33.9392,-80.3930
CA,71513,34.0511,-117.1712
AL,71484,30.6286,-87.8866
WA,71422,48.4202,-122.3115
FL,71166,26.1006,-80.4054
MO,71028,38.7954,-90.5157
WI,70755,42.6855,-89.0136
TX,70704,33.6274,-96.6218
TX,70670,32.8605,-97.2180
CO,70465,39.9541,-105.0527
CA,70248,35.6394,-120.6560
TN,70243,36.5572,-82.2154
DE,70166,39.7415,-75.5413
AZ,70166,32.3423,-111.0114
CA,70166,37.9024,-122.0398
FL,69955,28.1217,-81.4820
CA,69887,33.9240,-118.2017
MD,69872,39.1559,-76.6072
UT,69724,40.4136,-111.8726
NJ,69703,40.8574,-74.1282
FL,69523,25.4665,-80.4472
WI,69504,43.4184,-88.1824
FL,69451,26.4550,-80.0905
WI,69393,43.7403,-87.7316
CA,69283,33.6847,-117.3344
FL,69186,29.1994,-81.0982
NM,69020,34.8115,-106.7803
OH,68878,40.7410,-84.1121
AL,68867,34.5730,-86.9906
CA,68823,38.8075,-121.2488
AR,68669,36.3172,-94.1526
CO,68484,39.3763,-104.8535
PA,68165,39.8117,-76.9835
LA,68159,32.5227,-93.6666
IA,68109,42.5008,-90.7067
MD,68079,39.0834,-77.1552
TX,68078,28.8285,-96.9850
NY,68028,43.0674,-73.7775
PR,68024,18.3839,-66.1134
MD,67985,39.1346,-77.2132
NJ,67982,40.7674,-74.0323
IA,67910,42.0259,-93.6215
IA,67899,41.5522,-93.7805
CA,67789,37.6536,-122.4197
CA,67644,33.8890,-117.7714
WY,67598,42.8420,-106.3207
IL,67482,42.1181,-88.0430
OR,67467,44.5697,-123.2780
IA,67355,41.7285,-93.6033
NY,67345,40.9136,-73.8291
TX,67339,32.9157,-96.5488
MN,67317,44.6774,-93.2520
GA,67213,34.0704,-84.2739
WA,67081,46.1461,-122.9629
IL,66959,41.9313,-88.7482
CA,66929,38.2423,-122.6267
CA,66749,33.8574,-118.3766
FL,66721,26.2056,-80.2542
CA,66385,33.5275,-117.7050
MN,66372,44.8169,-93.1638
LA,66340,30.0109,-90.2549
MI,66107,43.5903,-83.8886
AR,65903,34.7808,-92.2371
WA,65892,47.6017,-122.0416
KS,65807,39.0158,-94.8076
FL,65791,26.9199,-80.1128
FL,65741,25.8151,-80.3565
CA,65716,33.9682,-118.2447
IL,65671,37.7221,-89.2238
MN,65607,45.1696,-93.2077
WV,65578,40.4060,-80.5671
CA,65496,36.1996,-119.3400
FL,65398,26.6461,-80.2699
TX,65380,30.4520,-97.6022
CA,65364,37.3913,-122.1468
NY,65273,42.8025,-73.9276
MT,65131,47.5022,-111.2995
IN,65058,41.7099,-86.8705
NJ,64897,40.6661,-74.1141
MN,64893,44.8488,-93.4595
FL,64842,29.1084,-81.0137
CA,64826,37.7161,-121.8963
ND,64748,47.9218,-97.0886
IN,64668,40.0354,-86.0042
CA,64558,33.4498,-117.6103
CA,64474,37.9355,-121.7191
CA,64454,38.6337,-121.3230
NJ,64367,40.7651,-74.2117
CA,64157,33.9617,-117.5802
NC,64051,35.9270,-79.0391
NC,64018,35.9676,-77.8048
